"","row_num","sentiment","textOriginal"
"2088",2981,-1,"Ini orang banyakk bacoott ehh ternyata seorang koruptoorr!! Jadi ragu dengan data2 dan validnya info dari mata najwa!! 🤭🤭🤭"
"2089",2983,-1,"ini yang korupsi?"
"2090",2984,-1,"ini yang ngomong ngomong sdm ekonoma ekonomi, nyadar ga si warga sekitar dah dari sebelum lahir udah dirancang untuk kalah bersaing sama orang kota? lihat aja kata bupatinya, sakit aja harus ke balikpapan, agak cacat logika si, masa harus nunggu ada ibukota baru masyarakat setempat dikasih akses kesehatan, konon lagi akses pendidikan dll. Kata2 kek peningkatan ekonomi sama kualitas sdm itu kejam buat mereka gak milih start yang sama, metode yang sama, kek yang udh dijelasin kegiatan ekonomi lokal jadi hilang, padahal itu keahlian mereka. Jadi, mereka tiba2 harus ganti pekerjaan? gitu? Kalo pemerintah gak menjamin keberadaan mereka diakui dan gak mendengarkan kemauan mereka, ya memang proyeknya gak memihak mereka berarti, segampang itu kok. Sedangkan bupatinya aja meremehkan konstituennya, yang ngangkat dia jadi bupati, apalagi pendatang..."
"2091",2988,-1,"Ini yg korup kan"
"2092",2989,-1,"Ini yg ngomong...ternyata KORUPSI...hahaha"
"2093",2991,1,"inilah sosok pemimpin masa depan bangsa ini yg selalu berpikiran positif 
untuk memajukan bangsa Indonesia
kalian pihak Kadri jangan pernah merasa iri
ini Kaltim bukan Jakarta"
"2094",2992,2,"Insting saya jika ikn besar""an pembangunan sdh di mulai efek pertama otomatis di rasakan di samboja dan balikpapan, warga pusat berdatangan mencari lahan tempat tinggal sementara atau untuk investasi perumahan otomatis hutan kota samboja dan balikpapan habis tak seperti dulu makin panas, makin lambat untuk meresap air hujan . 


Tolong lindungi hutan kaltim harus ada solusi dan aksi , jadikan negara kita bersih , indah, aman dan nyaman"
"2095",2993,2,"Intinya kesejahteraan lokal dulu yang di depankan, jgn orang luar yg seenaknya masuk dengan keuntungan sendiri"
"2096",2994,0,"Intinya netizen 
Orang miskin sudah pasti benar"
"2097",2995,-2,"Intinya saya mengkap dari pernyataan jatam ini, yaitu berkeluh kesah yg berawal dari masa orba ya. Tp mungkin jatam dl takut bersuara pas masa orba."
"2098",2996,-1,"Investasi dikalimantan makin banyak,,karna gk ada bencana alam disana"
"2099",2997,-5,"Investor terbesar di RI adalah Singapura. https://youtu.be/O1jyJSmPXHk
Kenapa China jadi kambing hitam? Negara tidak senang dengan kebangkitan dan pengaruh China, adalah USA. China selalu berorientasi ke bisnis. https://youtu.be/3MQFZ9azHTw 
USA selalu menginvasi negara² Islam. 
Untuk di jarah sumber alamnya (minyak). https://youtu.be/QfiBezLJl0U
Sejak Jokowi Presiden RI, banyak Negara Barat yang kepentingannya terganggu.
https://youtu.be/MNUfBJacU58
Di tanah air, ada gerombolan yang selalu bawa² China dan Komunis di setiap isu. https://youtu.be/bHdjAl-5flM
Tak ingin presiden 2024 mirip dengan Jokowi (Prabowo?)  https://youtu.be/3gNDuhYHzBM 
Mereka teriak² menolak IKN, dengan narasi yang serba dungu. https://youtu.be/BoECc2Y3Cvo
Sebenarnya bisa ditarik kesimpulan. Mereka bekerja untuk kepentingan dan menjadi antek siapa? Kebetulan ada gerombolan anak bangsa yang bodoh. Mereka di manfaatkan untuk
membuat gaduh. Hanya demi sesuap nasi !? 
Bangsa ini sedang diadu domba.
https://youtu.be/kddp0XPab5w
NKRI HARGA MATI ✊."
"2100",3000,-6,"Jaangn berpikir negatif terus, krnn rasa pesimis itu merupakan masa² kolonial. Merasa kita takut atas perubahan. Kapan lagi kita mau berubah kalo kita di dikte oleh hal² negatif. Apakah selamanya indonesia ini di dikte oleh para LSM yg di biaya asing/meminta jatah agar Indonesia jgn berubah sistemnya."
"2101",3001,-1,"Jadi Bupati pusing juga ya. Kalau ga pinter, sulit juga pasti untuk menjawab pertanyaaan mbak Nana."
"2102",3002,2,"Jadi orang pintar akhirnya kerja diluar negri karna gaji di negri sendiri kaya buruh panggul...mumet"
"2103",3004,1,"Jalan mulus untuk kapitalis."
"2104",3005,0,"Jalananx bagus tol dimana2 tpivtanah Qt dirampas hgu...buat sypa itu pembangunan"
"2105",3006,-1,"Jangan lupa ada kerajaan tertua kutai kartanegara. Tenggarong"
"2106",3007,-1,"Jangan lupa pak, utang negara meningkat 😂"
"2107",3009,0,"Jelas Bupati belum koordinat lokasi yg akan digunakan, untuk IKN kawasan itu apa kena desa atau tidak, kena ke lahan masyarakat atau tidak, menunggu final dulu master plan baru di sosialisasikan. Kepada masyarakat kena dampak nya"
"2108",3011,-1,"Jgn sampai hutan di musnahkan...hutan musnah bumi akan hancur sumber air akan hilang"
"2109",3012,1,"Jiaahhhh, IBUKOTANYA blom jadi, BUPATINYA ud korupsi 🙈kaco, gimana kedepan2nya bakalan banyak proyek pembangunan noh... pasti banyak panjer"
"2110",3014,-1,"Kajian itu dibuat setelah ada momentum peristiwa dimana akan ada sesuatu terjadi terbangun dan terlaksana .
Pertanyaan saya sebagai orang yang sangat minim ilmu, kenapa para pengkaji tidak memberikan masukan dan kajian anda sebelum momentum itu terjadi di suatu tempat yang sudah di tuju?????"
"2111",3015,2,"Kalau alasanya infrastruktur bisa lebih baik, knp gak dr dulu atau dimulai saat ini ada pembangunan sekolah, pusat kesehatan, dll. Knp harus nunggu ada IKN?"
"2112",3016,-1,"Kalau blm tahu daerah kami ga usah komen ngawur ya nanti malah sasar"
"2113",3017,2,"Kalau boleh berpendapat, memang kembali lagi yang utama dari kita bangsa Indonesia, yang paling penting adalah pembangunan SDM (Sumber Daya Manusia) dalam semua aspek. Ini harus berawal dari kualitas pendidikan, dan yang berperan paling depan untuk meningkatkan kualitas SDM adalah kualitas guru. Sebaiknya guru2 di Indonesia sudah tidka pusing lagi untuk sekedar bertahan hidup. Tidak seperti sekarang. Saya yakin IKN ttp akan lanjut dan membawa hal yang positif untuk seluruh NKRI. Namun Manusia yang ada di sekitarnya, juga jangan sampai termarginalkan."
"2114",3018,-1,"Kalau bupatinya saja lebih perpihak kepada olygarki ya kasihan rakyatnya. Harusnya pak Bupati perpihak kepada rakyatnya karena mereka itu yang memilih dia jadi bupati mereka. Bupati nadanya lebih memilih pemerintah pusat dari pada rakyatnya sendiri."
"2115",3019,-2,"Kalian tau gak sih 98% turunan arab di Indonesia itu dari negara YAMAN spt shihab, baswedan, assegaf dll.
Dan mereka genetika yaman yg negaranya sudah hancur mau menciptakan kerusakan perang saudara di negara mereka terdampar"
"2116",3020,6,"Kalo di liat secara umum akan menjadi lebih positif. Kalimantan bisa lebih maju,  pembangunan bisa lebih merata, lapangan kerja terbuka, minimal kalo buat yg non skill bisa jadi petugas kebersihan dll. Kalo dilihat secara khusus di daerah itu saja, ya jelas dampaknya banyak negatif.

Saya asli Kalimantan, Kukar, tinggal di Kukar. Setuju dengan adanya IKN. Saya yakin bisa berkompetisi dengan siapapun."
"2117",3021,1,"kalo komen ga ada dampak negatif berarti ga pernah dianalisis, kalo ga dianalisis ya berarti asal2an"
"2118",3022,1,"kalo mau lihat contoh yang sudah terjadi bisa lihat dari pembangunan kilang minyak di tuban , awal nya menolak sampai demo , setelah pembebasan lahan malah satu desa ramai2 beli mobil , balik ke pribadi masing2 , harus cuan semua"
"2119",3023,-1,"Kan presiden nya boneka jadi wajar"
"2120",3024,2,"Kapan negara kita mau maju dikit dikit suhujon aja harus ya propinsi ya jadi ibu kota baru harus bangga dikarena kan kehidupan ya akan jadi meningkat"
"2121",3025,3,"Karena Kalimantan itu kebanyakan masih tanah milik negara, jadi masyarakat gak bisa ikut campur.
Terkecuali tanah milik masyarakat, barulah masyarakat byk yg berulah. 
Klw milik negara ya mau dibangun hal dia dan minim pembebasan lahan.

Kedepannya Kalimantan menjadi kota besar. Sebab roda pemerintahan ada disana. Meskipun roda ekonomi ada dipulau jawa. Mau gak mau urusan harus ke kelimantan"
"2122",3026,-2,"karna hbs sosialisasi biasa warga setuju n dtang lah pasukn yg membuat warga jd kacau lagi ..."
"2123",3027,-2,"Karna mereka tidak mau pusing..kecuali sdh ada bayang"" cuan barulah mereka berlomba dan menampakan diri"
"2124",3029,-1,"Kasian warga asli sana dan tanah warisannya..
Pasti akan ada paksaan...
Dan sudah pasti merusak hutan"
"2125",3030,-1,"Kata2 om dinamisator bagus sih, cuma rasanya saat ini prakteknya susah bgt kalo tdk mau dikatakan mustahil."
"2126",3031,-2,"Katanya beliau tersandung kasus korupsi ?"
"2127",3032,1,"Kayaknya akan terjadi kesenjangan sosial antara masyarakat lokal dan pendatang."
"2128",3033,-1,"Kayaknya Najwa ini nggak ngerti, dan diotaknya hanya suudzon saja, itu kawasan yg akan dibangun bukan. Pemukiman, , pemerintah pusat juga TDK ada koordinasi ke Pemkab, jadi apa yg salah...."
"2129",3034,1,"Kecerdasan anda bisa di uji?"
"2130",3036,2,"kelakuan rezim saat ini tujuannya hanya satu mengeruk keuntungan untuk kepentingan golongan melalui mega proyek, semua dibungkus dg rapi.. tapi karma akan datang, alam akan bertindak, alam dirusak !"
"2131",3041,1,"Kenapa masyarakatnya sulit bersaing?? Karena pendidikan. Kenapa pendidikannya ga setara?? Karena kurangnya fasilitas. Kenapa ga keluar daerah?? Karna gada biaya. Kenapa gada biaya?? Karena penghasilan hanya cukup untuk makan sehari2 saja.

Makadari itu adanya IKN bisa jadi solusi fasilitas pendidikan yg lebih layak, biaya pendidikan lebih terjangkau, dengan adanya lulusan2 lokal yg berkualitas, jelas akan meningkatkan perekonomian juga.

Lalu apakah selama ini pemda tidak peduli dengan pendidikan?? Jawabannya peduli, lihat sudah berapa banyak mahasiswa kaltim yg dibiayai dengan Beasiswa. Hanya saja, memang masih ada orang2 yg tidak bisa menerima kemajuan dan saran pemerintah, hingga ketika berhadapan dengan kemajuan itu sendiri, mereka bingung dan kembali menyalahkan pemerintah atas nasib mereka."
"2132",3042,0,"Kenapa pembangunan infrastruktur baru dilaksanakan ketika akan terjadi pemindahan ibukota? Apakah pembangunan tidak bisa dilaksanakan bila ibukota tetap di jakarta?"
"2133",3043,-1,"Kenapa ya.. ko' sy kurang respect dgn jawaban bupati ini ya. Kasihan juga warga asli sana bila harus tergeser dgn migrasi penduduk yg multikultural nantinya."
"2134",3044,1,"keren mbak, seharusnya dalam pengembangan sesuatu harusnya di persiapkan sematang-matangnya."
"2135",3045,1,"Keren sekali sampai turun sendiri ke lokasi. Totalitas Mba Nana"
"2136",3051,4,"Kita dukung pemindahan ibu kota.
Utk masa depan indonesia yg lebih baik dan indonesia sentris.. Jgn semua berpusat di jawa saja. Plus - minus selalu ada dalam setiap kebijakan.
Tetapi ambillah..yg lebih banyak manfaatnya.. Utk indonesia secara luas dan.. Masa depan..! Sumatra,jawa, nusa tenggara hingga papua rawan gempa dan.. Pengaruh perubahan iklim. Kalimantanasih anal benua. Lebih baiklah.. Utk sementara dg daerah lain dalam segi itu..!"
"2137",3053,0,"Kita lihat apakah pemimpin daerah bisa dan mampu membela masyarakatnya"
"2138",3054,-4,"Kita lihat nanti kepedepan nya apakah sesuaai dengan ucapan pemerintah dan jikalau tidak sesuai dengan ucapan pemerintah kami juga punya hak untuk membatalkan atau meminta mempertanggung jawaban 
.
KAMI TIDAK MASALAH IBU KOTA PINDAH KE KALIMANTAN TAPI JANGAN KALIAN RUSAK HUTAN KALIMANTAN"
"2139",3055,3,"Klaw di tempat kami daerah sumbar 
Lebi pertahan kan tana lahan pertanian 
Karna masarakat berfikir 
Untuk kedepan nya generasi selajut nya 
Karana pertubuhan manusia semakin banyak
,Kloh menilai ,silakan lihat kampung miliader ,medadak kaya dan ahir nya sensara 
""Uang segunung 
Mudah untuk menghabis kan nya 
Tana sepetak tanamila pisang 
Gak laku di jual ,rebus dan makan la beramai ramai"
"2140",3056,-1,"Klo yang tdk ada dampaknya ya pindah ke Mars tp itu juga akan bersaing dengan Elon Musk yg sdh punya lokasi transmigrasi di sana"
"2141",3057,-2,"klu aktifis pasti pendapat kurang stuju.. alias  satu aliran sm ente najwa. justru   ibu kota pndah ksitu agar pmerintah gampang mengontrol bos"
"2142",3062,1,"Kolo menurut saya si ,bangun skolahan ,bangun pasar induk 
Bangun masarakat yg mampu mengelolah ,pertanian dengan moderen dan lekapi fasilitas kesehatan
Dari pada bangun ibukota baru 
Mala bikin lahan pertanian kurang"
"2143",3065,-1,"Konyol banget, masa pemerintah daerah gatau ngapain pemerintah pusat disitu.. ahhaha aneh tapi nyata"
"2144",3067,-1,"Korupsi dong si Ghofur 🤣"
"2145",3068,-1,"Korupsi nihh? 🙄"
"2146",3072,-1,"Layanan fungsi alam yg harus dibenarkan dahulu. Soal edukasi, naikkan kualitas SDM masyarakat kalimantan. 
Kajian ilmiah ditemukan dulu. Jangan dipaksakan diputuskan dlu, baru datanya dibuat.

Gitu ga si rangkuman dr part ini"
"2147",3076,1,"Maaf menjadi penonton tapi 🙏"
"2148",3077,1,"Maaf, tapi saya lihat aktifis yang menjadi narasumbernya kurang bermutu.
Cari yang lebih bisa pinter ngomong dan menjelaskan.
Yang betul betul bisa menyampaikan aspirasi masyarakat dan lingkungan."
"2149",3078,1,"Maen setuju ajeh ... noh ditangkep Bupatinya"
"2150",3080,-1,"Maksudnya mungkin sosok pemimpin yg kena OTT wkwkwkkkkk 😭😭😭😭tt"
"2151",3081,3,"Maksudnya setuju sama orang yang bilang pendidikan harus disetarakan dulu sama pemuda2 dari jawa atau dari luar supaya tidak kalah saing..?? Ya gimana mau bangun kampus atau pendidikan yang lebih layak kalau lokasinya aja masih hutan dan gak ada akses yang bisa memudahkan sarana pendidikan disana sama bagusnya kaya dijawa"
"2152",3084,-5,"Malu maluin orang Batak lu  , pembangunan itu tujuannya apa, ya mensejahterakan masayarakat, kalau tidak melibatkan masyarakat mau melibatkan siapa lagi, memangnya penghuni ibukota itu jin atau jangan jangan orang asing  ???."
"2153",3086,1,"Mantap ikn , perlu pemerataan  hilangkan indonesia identik dgn pulau Jawa/Jawa centris"
"2154",3088,1,"Mantap pak bupati...semoga pemindahan ibu kota baru cepat terealisasi...sudah saat nya pembangunan di indonesia merata,dan kedepan nya semoga suku2 yg di dluar jawa dapat bersaing untuk memimpin indonesia.."
"2155",3089,0,"Mantap pak bupati
Semoga bahagia di penjara"
"2156",3091,-1,"Masa tidak tahu masyarakat nya di daerah situ pak,kok bisa"
"2157",3092,-2,"Masalahnya jika tidak segera pindah jakarta tenggelam lalu gimana solusinya."
"2158",3093,1,"Masyarakat adat bukan menolak pembangunan dan menginginkan semua keinginan nya di penuhi,tapi mereka menginginkan kepastian terhadap nasib mereka dan win win solution dari pemerintah! Jangan hanya memutuskan kalau masyarakat mengkritik berarti menolak semua kebijakan!"
"2159",3094,-1,"mati haja jua akhirnya"
"2160",3095,-1,"Mba sekarang di 2021, kuota beasiswa di kurangi, bahkan di samarinda cuma dikuotakan 5 orang saja, itu untuk beasiswa ppu, kalau yg 1001 sarjana juga bnyak di manipulasi oleh pemerintah desa 🙏"
"2161",3097,1,"mbak nana apa perbedaan tanah leluhur dan bumi,air adalah milik negara?"
"2162",3098,-1,"Mbak nana itu kan kerja intip kesalahan orang bukan cari solusi..."
"2163",3099,0,"Memang beda pemikiran LSM dan pemerintah , kalau dipikir di kota suci Makkah  dekat Masjidil haram harusnya nggak ada hotel di Hyatt tapi nyatanya sudah dibangun , Najwa Shihab kok diam saja."
"2164",3101,-2,"Memanusiakan dulu manusianya ,, itulo yg kudu kamu dahulukan pemerintah pusat ,, sepintar pintarnya orang kalo tidak punya adab itu pasti dianggap orang bodoh .
Apalagi kalo megaproyek ini nantinya akan terjadi apa yg dikatakan warga setempat . 
Kualaat kau pemerintah ."
"2165",3102,1,"Membabat habis ratusan ribu hektar hutan untuk supaya ada lapangan pekerjaan... ? Wah becanda nih... Kesejahteraan Rakyat tidak hanya sebatas Uang... Kalau hanya dengan kekayaan alam mereka sejahtera ngapain di recok"" kin... Paling nanti duit nya di pake untuk beli kebutuhan hidup dari hasil alam juga wkwkwk tapi alam negara tetangga 🤔🤣"
"2166",3103,0,"Mencari cari yg d depan matanya nya tak dilihat yg d sebrang lautan yg d sibuk2 kan dasar anjing2 nya kadrun bertopeng kebohongan dan hoak"
"2167",3105,0,"Mendengar dari awal pembicaraan Mbak Nana dengan Pak Bupati setempat, sepertinya tdk pernah konsen menyinggung terkait solusi akan di kemanakan Masyarakat2 yang tinggal diatas tanah HGU atau HG apalah namanya itu. Dia hanya fokus pada bayangan2 tentang kesejahteraan kalimantan ketika teralisasi menjadi IBU KOTA, soal lapangan kerjalah dsbnya. Sementara keberadaan Ketua adat dan masyarakat lain seolah benar-benar tdk di indahkan kehadirannya.
Biasanya, jika di awal sudah tidak baik, maka sampai di akhir akan tetap tidak baik. 
Kalimantan yang dikenal sebagai paru-paru dunia, sepertinya tengah terjangkit kanker paru-paru stadium satu tapi bukan karena menjadi perokok aktif, tetapi akibat dari keinginan beberapa orang yang berkuasa dan terlalu pasif."
"2168",3106,-1,"Menebang hutan aj itu udah dampak buruk..."
"2169",3107,6,"Menurut saya lebih baik IKN baru tetap di jawa.. Tepatnya jawa tengah karena nantinya kereta cepat bisa berfungsi maksimal setelah Bandung, IKN baru, kemudian ke Jogjakarta dan Surabaya... Lebih baik Kalimantan dijaga alamnya karena sangat penting bagi kehidupan seluruh dunia beri juga kesejahteraan buat masyarakat adat yang rela hidup seadanya tanpa merusak alam..."
"2170",3108,0,"menurut sya spa yg mw bersaing ppu akan maju ..."
"2171",3109,1,"Mereka dah banyak kerja, bukan mencari kerja lagi,"
"2172",3110,-2,"Mereka tidak di beri tau dampak woiiii !! Pemberintah sudah bialng tidak sosilasi dan masih di kaji woiii"
"2173",3111,0,"Mereka yg merencanakan, melaksanakan dan mendukung, sejarah akan mencatat anda semua. Jadi jangan lari apabila segalanya tidak berjalan seindah janji."
"2174",3112,1,"Mestinya ada jaminan, seluruh masyarakat yang tergusur akan dijadikan ASN pemkot"
"2175",3113,1,"mf mslah fsilitas minim karna perintahan dlu yg d kerjaan hanya proyek2nya yg oknumnya pro sma mereka... cntoh seperti pembangunan jalan dmana suatu daerah yg tdk mndukung pemerintahn dlu tidk akan ada pembngunan jalan... gmna perubahan mw maju klo dsna hanya oknum2 yg berkuasa .. masyarakat kecil pasti diam aj"
"2176",3114,-1,"mf ya .. ini pembangunn ibukota bnyak yg bilang akan banjir n panas ... sebenar nya yg merusak itu tambang batu bara ... dlu tambang bara blom ada d samboja tdk ada bnjir stelah ada batubara jgnkn jlnan bnjir waduk samboja aja sekrang sdh trkena imbas dri batu bara.."
"2177",3116,2,"Muda, Tampan eh ya di ciduk KaPeKa"
"2178",3118,-3,"Mungkin karena terlalu kritis, sampe terciduk beliau ini, atau memang udah nggak bener dari awal.. 😅😅😅"
"2179",3119,-2,"Nah bener tu, setarakan dulu pendikan nya biar bisa bersaing, klo pendidikan aj beda, ujung2 masarakat kena tipu lagi"
"2180",3120,2,"Nah ini baru pemikiran yang maju dan cerdas."
"2181",3122,-3,"Najwa itu Pura pura budeg dan tuli.
Jokowi sdh memperhitungkan.
Segalanya.. memprovokasi dan mempraming.. ke hal buruk. Ayo pesimislah  lihat kedepan kemasa depan."
"2182",3125,-1,"Najwa kok di lawan..."
"2183",3126,-1,"Najwa nara sumber kelaparan apa yg mau dikaji"
"2184",3128,-1,"Najwa... berubah
bau Sangittt...."
"2185",3131,-1,"Nampak ketidak seriusan dalam persiapan dan pelaksanaannya, sungguh miris, masyarakat adat dan lingkungan seharusnya menjadi stakeholder utama tapi diabaikan.. yang dipikirkan hanya benefit yang pastinya akan dinikmati orang-orang yang status ekonominya tinggi.. menyedihkan.."
"2186",3133,0,"Nanti cuman jawa centris aja mas.. gimana rupiah mau naik kalo pembangunan tidak merata.. kalimantan sudah tepat mas.."
"2187",3134,0,"Ndak usah pada ribut...kita tonton aja....kan menarik"
"2188",3135,1,"Negara bagus tapi habis itu jadi punya china"
"2189",3136,0,"Negara ini bikin gaduh terus...udah hutang segunung, rakyat dibuat gak nyaman...ckckck..dosa ya besar banget"
"2190",3141,-1,"Ngomong sok iye lu bupati, keciduk KPK kan akhirnya??? Bwahahaha, typical pejabat yg ngomong sok iye depan masyrakat, dibelakang nya ngeruk kekayaan pribadi sebanyak2nya, udh muak liat org2 yg typical nya kaya gini"
"2191",3143,-1,"Ni pak bupati korupsi apa ya , di tangkap kpk??"
"2192",3148,1,"ONGKANG ONGKANG KAKI AJA ENAK
mau jelasin apa...
DIA mau dpt bocoran wilayah"
"2193",3149,1,"Orang yang tidak ingin maju dan berkembang bicaranya ya begitu... Kualitas pikirannya memang terbatas."
"2194",3158,-1,"p. bupati..  sy bagi dooonk...  jgn pelit ya paak... please....😂😂"
"2195",3159,1,"Pak bupati nya bilang HANYA AKAN MEMBERI DAMPAK POSITIF  sama sekali gak bener pasti ada banyak dampak negatif nya 😂"
"2196",3160,-1,"Pak bupati paser utara ganteng dan sebagai kader demokrat jago mewarisi kepiawaian kader2 demokrat dalam korupsi dan akhirnya ditangkap KPK bersama bendum partai demokrat"
"2197",3161,-1,"pak bupati pendapat2 nya terlalu teoritis.....hadoh"
"2198",3162,-1,"Pak Bupati Telat................. selalu bilang akan diselesaikan dan akan dijelaskan. 
kalau setelah disyahkan untuk apa lagi dibicarakan dengan warga suku."
"2199",3163,-2,"Pak bupati tidak mengerti permasalahan rakyat kecil...."
"2200",3165,-1,"pantesan gue liat2 koq mirip di acara matanajawa, rupanya ini orang yang kena OTT KPK.. wkwkwk sudah biasa"
"2201",3166,-1,"Pantesan rusak, izin sll gampang. Pada milih pemimpinnya merem atau gimana? 😂😂😂😂"
"2202",3168,1,"Pasti di geser masyarakat di sekitar situ...😒 Sungguh di sayangkan aturan jaman sekarng masyarakat yg selalu di lenyapkan......😭😭😭😕😒"
"2203",3169,0,"Pasti tersingkirkan dan di ganti dg hotel mewah"
"2204",3170,1,"Pejabat daerah selalu saja menunggu arahan.. petunjuk... perintah. 
Seharusnya Pemerintah Daerah berbuat untuk rakyatnya terutama yang terkena dampak. 
Masyarakat Adat jangan dipandang dari sisi ekonomi makro yang menjanjikan saja. 
Masyarakat Adat hidup sebagai bagian Alam... jangan dirubah. 
Lihat masyarakat Bali mereka tetap tegar dengan budaya ekonomi mereka."
"2205",3172,-2,"Pembangunan IKN masih dalam tahap Kajian Perencanaan.
Jangan berfikir primitif dan kemunduran."
"2206",3173,1,"Pembangunan IKN memberi dampak positif bagi warga, hari ini kena OTT 😂"
"2207",3174,0,"Pembangunan infrastruktur yg sekarang adalah kelas lokal dan regional , IKN jadi semua infrastruktur nya naik ke menjadi kelas Nasional dan Internasional  menyesuaikan kebutuhan, mulai dari kesehatan, pendidikan, tranportasi, pelabuhan dan bandara ini yg akan terjadi nanti nya."
"2208",3175,-1,"Pembangunan itu tidak mempunyai dampak baik, bila penduduk setempat tidak dikembangkan sumberdaya manusianya. Terjadinya kota baru maka harga lahan tinggi dan yg sanggup itu oleh kolomerat."
"2209",3176,1,"Pembebasan lahan, lowongan pekerjaan is bullshit."
"2210",3178,-3,"Pemerintah siapkan dulu rencana besar, pindah IKN
Mencari lokasi termasuk masalah lahan, akses yg sdh ada, bandara, pelabuhan, jalan dsb baru tetap lokasi.
Master plan, infrastruktur apa saja yg harus di bangun.
Baru di buat Amdal dan melibatkan masyarakat disekitar lokasi yg berdampak negatif apa? Baru dibuat kajian utk mengurangi dampak negatif yg terjadi."
"2211",3179,-4,"Pemerintah tuh janji bohong melulu,tipu kami masyarakat kecil,kami sdh muak,mau muntah rasanya dengar tipu kalian."
"2212",3180,-1,"Pemikiran masih primitif"
"2213",3181,0,"Pemindahan ibukota pasti akan berdampak kepada seluruh borneo, termasuk sabak dan sarawak"
"2214",3182,-7,"Pemindahan IKN ke Kalimantan bukan solusi, hanya membawa / membuat ""masalah"" Di IKN yg lama ke Kalimantan. 

Saya ada lihat video narasi sebelumnya mengenai lokasi yg kelak akan di jadikan IKN, masalah banjir di daerah pesisir, dan masalah kekeringan, hanya akan MEMBUAT IKN yang baru suatu saat nanti menjadi Jakarta versi 2."
"2215",3183,-1,"Perawakan serakah.
Alhasil penghuni KPK👍"
"2216",3184,-1,"Perencanaan pembangunan itu ada Top down dan button up  utk yg skala besar dan jangkauan jauh itu pimpinan yg mengusulkan dan merencanakan nya utk skala kecil dan lokal rakyat yg tahu kebutuhan dan keinginan . Utk skala besar pimpinan putus dulu baru sosialisasi kan dan melibatkan masyarakat sekitar wilayah tersebut, tdk khawatir masalah pembebasan lahan pemerintah patuh dan taat hukum, lihat pembangunan jalan tol pakanbaru Padang sampai saat ini tdk berjalan lancar akibat pembebasan lahan."
"2217",3186,-1,"Pesawat mau jatuh saja ajak berunding dulu. Ini tipikal pengamat dan para pencundang."
"2218",3187,2,"pindah ibu kota Negara, lebih cepat lebih baik"
"2219",3188,1,"Pintar sekali pola pikir Dominisator Jatam ini"
"2220",3189,-1,"Proyek rawan korupsi ... KPK terus kawal‼️"
"2221",3191,-1,"pusat belum punya rencana yang diampaikan ke bawah ,,bupati nya bingung mau menyampaikan apa ke masyarakatnya,, start menit ke 2.00"
"2222",3193,0,"Rakyat Betawi dulu juga begitu, lama2 di geser keluar ibukota krn gk punya kekuatan ekonomi... 
Rakyat Paser Harus kuat Ekonomi jika gak mau digeser... Saatnya MAJU saudaraku"
"2223",3195,4,"Rumah sakit akan banyak , sekolah2 akan banyak dam bagus jika pembangunan IKN ini berlangsung. Itu sedikit iming2 dr pemerintah.. pertanyaan saya ,,""Apakah bisa warga masyarakat bawah sekitar masuk ke rumah sakit2 bagus, ke sekolah2 bagus? Itu yg perlu di pastikan ... Kalo memang hak konstitusi dipenuhi betul2 oleh pemerintah... Mengapa harus nunggu di bangun IKN trlebih dahulu untuk mendapat RS dan Skolah2 banyak dan bagus di daerah itu ? ""."
"2224",3198,2,"SALAM SEJAHTRA SALAM MENGENAI HATI PERASAAN MASYARAKAT YAH COBAHLAH BERADAPTASI YG BARU TRANSMIGRASI YAH MENCAKUP SOSIAL/ADAP TASI ATAU BERADAP YG BARU ITU INDAH, BERHIMPUN, MEMBIMBING/MENGARAHKAN, MEMBINAH/MENUNTUN, MASYARAKAT PADA SUATU DAERAH KEDAERAH YG LEBIH LAYAK MASYA ALLAH SWT COBALAH INI YAH ASALKAN ADILKAN MASYA RAKAT ITU SERTA TAMPA DIBALUT SERAKAH SALAM KALIAN TAU SERAKAH ITU ITULAH KERUGIAN ITU SENDIRI YAH SALAM KAULAM SALAM BERBAHGIALAH SALAM."
"2225",3199,0,"salut sama mata najwa membahas soal ini."
"2226",3200,1,"Salut sama Mbak Najwa melihat sisi lain impak IKN dari warga sekitar"
"2227",3201,-4,"Satu sisi memang dampak nya akan merugikan utk alam dan warga.. tapi di satu sisi kaltim harus rela menyerahkannya utk negara.. karena masalah pemerintah pusat sudah urgent tdk mungkin bisa bertahan di jakarta yg terancam bencana bahkan tenggelam"
